time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1714758196389306000,12.39830615234375,45,0.16687972843647003,1.5611395835876465,7.638000011444092,1.3289681673049927,65.11859130859375,131.7747389100835,-77.6689643,43.0843577
1714758196742382800,12.7513828125,45,0.20132863521575928,1.5611395835876465,7.629000186920166,1.360918641090393,66.50950622558594,131.7747389100835,-77.6689572,43.0843563
1714758196983970600,12.992970458984376,45,0.20132863521575928,2.016218900680542,7.632999897003174,1.367828130722046,67.23308563232422,132.006810845046,-77.668956,43.0843553
1714758197236440300,13.2454404296875,45,0.25380179286003113,2.016218900680542,7.626999855041504,1.3763009309768677,68.08700561523438,132.006810845046,-77.6689473,43.0843566
1714758197356864300,13.3658642578125,45,0.1813666820526123,1.9680945873260498,7.6570000648498535,1.3792121410369873,68.4566421508789,129.39999389648438,-77.668947,43.0843561
1714758197821792000,13.8307919921875,45,0.21385374665260315,1.9680945873260498,7.60699987411499,1.3342902660369873,69.50474548339844,129.39999389648438,-77.6689391,43.0843556
1714758198316391200,14.32539111328125,45,0.25447970628738403,1.9680945873260498,7.677999973297119,1.3114500045776367,69.88846588134766,129.39999389648438,-77.6689318,43.0843562
1714758198356864300,14.3658642578125,45,0.1789238154888153,2.178621768951416,7.682000160217285,1.3292409181594849,70.35723114013672,129.39999389648438,-77.6689318,43.0843556
1714758198920778800,14.92977880859375,45,0.21900151669979095,2.178621768951416,7.6529998779296875,1.2690441608428955,70.32683563232422,129.39999389648438,-77.6689226,43.0843556
1714758199249310700,15.258310791015624,45,0.20576117932796478,1.9622538089752197,7.546999931335449,1.195429801940918,70.34219360351562,131.8819677846545,-77.6689186,43.0843551
1714758199419278600,15.428278564453125,45,0.22423672676086426,1.9622538089752197,7.48199987411499,1.2311108112335205,71.13263702392578,131.8819677846545,-77.668916,43.0843544
1714758199481646800,15.490646728515625,45,0.22423672676086426,2.4384853839874268,7.4039998054504395,1.2556469440460205,71.33433532714844,129.39999389648438,-77.6689147,43.0843529
1714758200041918500,16.05091845703125,45,0.2647155821323395,2.4384853839874268,7.34499979019165,1.2583482265472412,70.84481811523438,129.39999389648438,-77.6688982,43.0843567
1714758200356864300,16.3658642578125,45,0.18099895119667053,3.5369107723236084,7.197000026702881,1.31985342502594,71.22256469726562,131.8819677846545,-77.6688962,43.0843575
1714758200555768800,16.564768798828126,45,0.21890142560005188,3.5369107723236084,7.122000217437744,1.3355321884155273,71.78104400634766,131.8819677846545,-77.6688927,43.0843576
1714758201160839400,17.16983935546875,45,0.26241403818130493,3.5369107723236084,7.005000114440918,1.3339470624923706,70.24575805664062,131.8819677846545,-77.6688832,43.0843594
1714758201356864300,17.3658642578125,45,0.1766473352909088,3.5462288856506348,6.956999778747559,1.3584811687469482,70.03619384765625,129.39999389648438,-77.6688804,43.0843599
1714758201655320800,17.66432080078125,45,0.2194848656654358,3.5462288856506348,6.807000160217285,1.3409677743911743,70.6412353515625,129.39999389648438,-77.6688739,43.0843605
1714758202336129000,18.34512890625,45,0.2630159556865692,3.5562613010406494,6.623000144958496,1.3320780992507935,69.5854721069336,129.39999389648438,-77.6688632,43.0843627
1714758202459130000,18.468130126953124,45,0.17608556151390076,3.5562613010406494,6.455999851226807,1.3472903966903687,70.34384155273438,129.39999389648438,-77.66886,43.0843626
1714758202776505000,18.785505126953126,45,0.22316952049732208,3.5562613010406494,6.422999858856201,1.34513258934021,69.66122436523438,129.39999389648438,-77.668855,43.0843634
1714758203287621400,19.296621337890624,45,0.27775949239730835,3.566305637359619,6.360000133514404,1.3438849449157715,65.68506622314453,129.39999389648438,-77.6688468,43.0843654
1714758203581622300,19.590622314453125,45,0.17528881132602692,3.566305637359619,6.138000011444092,1.3638980388641357,65.12657928466797,129.39999389648438,-77.6688413,43.0843661
1714758203894718500,19.903718505859374,45,0.21819181740283966,3.566305637359619,6.130000114440918,1.3643125295639038,62.96306228637695,129.39999389648438,-77.6688359,43.0843673
1714758204358051800,20.3670517578125,45,0.15687553584575653,3.789440393447876,6.105000019073486,1.3663651943206787,61.25141906738281,129.39999389648438,-77.668829,43.084369
1714758205002239700,21.01123974609375,45,0.24899502098560333,3.789440393447876,6.110000133514404,1.3834720849990845,61.03386306762695,129.39999389648438,-77.6688169,43.0843724
1714758205356864300,21.3658642578125,45,0.17462925612926483,3.586995840072632,6.061999797821045,1.3744069337844849,60.12882995605469,129.39999389648438,-77.6688121,43.0843739
1714758205785092400,21.79409228515625,45,0.21154405176639557,3.586995840072632,6.078000068664551,1.3769181966781616,61.32999038696289,129.39999389648438,-77.6688036,43.0843756
1714758206156552700,22.165552734375,45,0.25719234347343445,3.586995840072632,6.093999862670898,1.3792731761932373,61.743995666503906,129.39999389648438,-77.6687971,43.0843773
1714758206261040000,22.2700400390625,45,0.25719234347343445,3.596121311187744,6.1020002365112305,1.3786424398422241,61.585105895996094,129.39999389648438,-77.6687952,43.0843776
1714758206903338500,22.91233837890625,45,0.21883878111839294,3.596121311187744,6.125,1.3787825107574463,61.65331268310547,129.39999389648438,-77.6687836,43.0843805
1714758206974673000,22.9836728515625,45,0.21883878111839294,3.564124822616577,6.127999782562256,1.3788830041885376,61.69157791137695,131.2386149389946,-77.6687827,43.0843803
1714758207265787400,23.274787353515624,45,0.26227623224258423,3.564124822616577,6.117000102996826,1.3823148012161255,61.76798629760742,131.2386149389946,-77.6687704,43.0843831
1714758207356864300,23.3658642578125,45,0.17439554631710052,3.0305492877960205,6.110000133514404,1.382480502128601,61.79159164428711,129.5,-77.6687687,43.0843826
1714758207998492700,24.00749267578125,45,0.33180010318756104,3.0305492877960205,6.27400016784668,1.6161311864852905,66.41445922851562,129.5,-77.6687579,43.0843838
1714758208316223500,24.325223388671876,45,0.3531720042228699,3.0305492877960205,6.400000095367432,1.6402338743209839,66.0365219116211,129.5,-77.6687519,43.084384
